CustomerID,Gender,Region,PurchaseAmount,ProductCategory,Churn,CampaignGroup
1056,Female,East,2049.7,Grocery,No,B
1057,Male,South,979.38,Fashion,Yes,B
1058,Male,South,2079.56,Grocery,No,A
1059,Male,East,1045.66,Electronics,Yes,A
1060,Male,South,809.77,Fashion,Yes,
1061,Male,West,,Fashion,No,A
1062,Male,West,1818.54,Fashion,No,B
1063,Female,East,609.93,Electronics,No,A
1064,Male,South,1367.63,Grocery,No,A
1065,Male,West,720.42,Grocery,No,A
1066,Female,North,769.85,Electronics,Yes,A
1067,Male,South,1515.12,Fashion,Yes,B
1068,Female,South,,Grocery,Yes,B
1069,Male,West,797.6,Grocery,No,B
1070,,North,1566.4,Grocery,No,B
1071,Female,East,1798.7,Grocery,Yes,B
1072,Male,West,1322.34,Fashion,Yes,B
1073,Male,East,672.62,Fashion,No,B
1074,Female,North,744.7,Electronics,Yes,A
1075,Female,,1039.96,Electronics,No,A
1076,Female,East,1160.47,Grocery,No,B
1077,Female,East,506.07,Electronics,No,B
1078,Male,North,1361.52,,Yes,
1079,Male,East,1042.76,Grocery,No,B
1080,Male,South,142.15,Grocery,Yes,A
1081,Female,North,535.54,,No,A
1082,Female,North,747.94,Fashion,Yes,B
1083,Male,West,963.57,Grocery,No,A
1084,Male,North,1944.64,Electronics,No,A
1085,Male,North,1119.09,Electronics,Yes,B
1086,Male,East,579.61,Grocery,No,A
1087,Female,West,,Electronics,No,B
1088,Female,North,823.96,,Yes,B
1089,Female,East,,Grocery,Yes,A
1090,Male,North,1290.28,Grocery,No,A
1091,Male,North,1604.62,Electronics,No,A
1092,Female,North,987.86,Grocery,No,B
1093,Female,West,1819.48,Electronics,No,A
1094,Female,North,1454.01,Grocery,No,A
1095,Female,North,646.28,Electronics,No,
1096,Female,South,2104.93,Grocery,No,A
1097,Female,West,1163.5,Electronics,Yes,A
1098,Male,South,582.44,Electronics,No,A
1099,Male,South,1826.46,Fashion,Yes,A
1100,Male,North,2038.89,Electronics,Yes,
1101,Male,South,983.49,Grocery,No,A
1102,Female,East,748.17,Electronics,No,A
1103,Male,East,913.81,Fashion,Yes,B
1104,Female,South,1357.37,Fashion,Yes,B
1105,Female,South,1638.93,Electronics,No,A
1106,Male,North,1285.24,Fashion,,B
1107,Male,South,1050.86,Grocery,No,B
1108,Female,North,1749.01,Electronics,No,A
1109,Male,West,843.58,Electronics,Yes,B
1110,Male,,1515.46,Fashion,Yes,B
1111,Male,,855.97,Fashion,Yes,B
1112,Male,West,1215.51,Fashion,Yes,B
1113,Female,East,943.22,Fashion,No,
1114,Female,East,972.07,Grocery,Yes,B
1115,Female,South,811.31,Electronics,Yes,A
1116,Female,East,1672.43,Fashion,No,A
1117,Female,South,633.54,Fashion,No,B
1118,Male,East,629.88,Grocery,No,A
1119,Female,West,2060.5,,No,B
1120,Female,South,1488.92,Fashion,Yes,A
1121,Female,South,0.0,,No,A
1122,Female,West,717.37,Fashion,Yes,B
1123,Male,North,94.01,Electronics,No,B
1124,Male,East,524.65,Electronics,No,A
1125,Male,West,0.0,Fashion,No,A
1126,Male,East,931.51,Fashion,,B
1127,Female,East,429.03,Electronics,No,B
1128,Female,South,1029.95,Fashion,No,B
1129,Male,South,187.44,Fashion,Yes,A
1130,Female,West,1041.46,Electronics,No,A
1131,Male,East,792.54,Electronics,Yes,B
1132,Male,East,1750.98,Grocery,No,B
1133,Male,North,1705.68,Fashion,Yes,A
1134,Male,North,1392.67,Grocery,Yes,B
1135,Female,,836.69,Grocery,No,A
1136,Male,South,1992.69,Fashion,Yes,B
1137,Female,East,223.48,Electronics,No,B
1138,Female,North,298.22,Fashion,Yes,A
1139,Male,East,958.11,Fashion,No,B
1140,Female,West,2127.02,Fashion,No,A
1141,Female,East,898.83,Electronics,No,A
1142,Male,North,908.38,Electronics,Yes,B
1143,Female,East,279.04,Grocery,Yes,A
1144,Male,West,1472.96,Fashion,No,B
1145,Male,South,1476.59,Grocery,Yes,A
1146,Male,West,1394.54,Fashion,Yes,B
1147,Female,East,685.39,Grocery,No,A
1148,Female,West,646.65,Fashion,No,B
1149,Male,East,353.44,Fashion,Yes,B
1150,Male,North,1041.94,,Yes,
1151,Female,South,459.8,Grocery,Yes,B
1152,Male,North,411.29,Electronics,No,A
1153,Male,West,788.15,Electronics,Yes,A
1154,Male,West,755.42,Grocery,,B
1155,,East,731.01,Grocery,Yes,B
1156,Male,South,1233.22,Fashion,Yes,A
1157,Female,North,1039.52,Fashion,No,A
1158,Female,West,855.92,Grocery,Yes,B
1159,Male,South,1091.51,Fashion,No,B
1160,Female,North,504.24,Grocery,No,B
1161,Male,East,1052.64,Electronics,Yes,A
1162,Female,North,1075.3,,No,A
1163,Female,South,,Grocery,Yes,A
1164,Female,South,1497.85,Grocery,Yes,A
1165,Male,North,559.28,Fashion,Yes,B
1166,Female,,1045.15,Electronics,No,B
1167,Male,North,1582.21,Fashion,Yes,B
1168,Male,North,1462.84,Grocery,No,A
1169,Male,North,1017.17,Grocery,No,A
1170,Female,West,818.75,Fashion,Yes,B
1171,Female,South,1473.76,Grocery,No,A
1172,Male,East,1337.35,Grocery,No,A
1173,Female,North,690.82,Electronics,No,B
1174,Male,North,602.55,Fashion,No,B
1175,Female,South,0.0,Grocery,No,B
1176,Male,West,1077.02,Fashion,Yes,A
1177,Female,West,958.65,Grocery,No,B
1178,Male,North,1568.1,Fashion,No,A
1179,Female,East,1179.53,,No,B
1180,Male,West,1667.11,Electronics,No,B
1181,Male,South,651.32,Fashion,No,B
1182,Male,West,1569.08,Electronics,No,A
1183,Female,North,735.54,Electronics,No,B
1184,Female,West,,Fashion,Yes,A
1185,Male,West,270.62,Electronics,No,A
1186,Female,West,1117.57,,Yes,A
1187,Female,East,,,No,B
1188,Female,South,866.43,Fashion,Yes,A
1189,Female,West,1220.18,Grocery,Yes,B
1190,Male,South,739.52,Fashion,Yes,B
1191,Male,South,474.78,Grocery,No,A
1192,Female,East,1423.06,Grocery,Yes,B
1193,Female,West,948.27,Electronics,No,A
1194,Female,West,755.21,Grocery,Yes,A
1195,Male,North,1020.95,Grocery,No,B
1196,Male,West,2318.33,Fashion,Yes,B
1197,Female,West,1576.75,,Yes,A
1198,Female,North,1581.29,,No,B
1199,Female,South,1217.77,Fashion,No,B
1200,Female,South,1083.24,Grocery,Yes,A
1201,Female,South,0.0,,No,B
1202,Male,,660.51,Electronics,No,B
1203,Male,East,759.71,Fashion,Yes,A
1204,Female,East,62.55,Electronics,Yes,B
1205,Female,,421.29,Grocery,No,B
1206,Male,South,9.58,Grocery,Yes,A
1207,Male,West,980.84,Electronics,,
1208,Female,South,1409.38,,No,A
1209,Male,West,1553.39,Grocery,No,B
1210,Male,North,,Grocery,No,A
1211,Female,West,518.3,Electronics,No,B
1212,Female,North,33.97,Fashion,Yes,A
1213,Female,South,121.57,Grocery,No,B
1214,Male,West,365.51,Fashion,No,A
1215,Female,South,555.57,Grocery,Yes,A
1216,Male,East,,Grocery,No,A
1217,Male,South,492.92,Fashion,Yes,B
1218,Female,West,1169.49,Grocery,Yes,A
1219,Female,North,883.86,Electronics,No,B
1220,Female,North,1005.27,Electronics,No,B
1221,Female,South,1570.13,Electronics,No,B
1222,Female,South,409.88,Fashion,Yes,A
1223,Male,North,1209.35,Fashion,No,B
1224,Male,South,993.01,Grocery,Yes,A
1225,Male,South,833.26,Grocery,No,B
1226,Male,North,1442.63,Fashion,No,B
1227,Female,East,1439.51,Grocery,No,A
1228,Male,West,526.75,Electronics,No,A
1229,Female,North,,Electronics,No,B
1230,Female,East,1140.61,Grocery,,A
1231,Female,East,863.5,Grocery,,B
1232,Female,South,1292.51,Grocery,No,A
1233,Female,East,1140.6,Fashion,,B
1234,Female,South,1916.28,Grocery,No,A
1235,Male,East,234.86,Grocery,No,
1236,Female,North,938.78,,Yes,B
1237,Male,East,545.75,Electronics,Yes,B
1238,Male,East,1302.05,Fashion,No,A
1239,Female,North,191.41,Grocery,No,B
1240,Male,South,1173.16,,No,A
1241,Female,,684.98,Electronics,Yes,A
1242,Female,South,632.92,Fashion,Yes,B
1243,Female,East,276.75,Fashion,No,B
1244,Male,West,767.46,Fashion,No,A
1245,Male,East,1542.25,Electronics,Yes,B
1246,Female,East,987.41,Electronics,No,B
1247,Male,West,1313.84,Fashion,No,A
1248,Female,West,1832.32,Fashion,Yes,B
1249,Female,South,1131.88,Electronics,Yes,B
1250,Female,South,720.6,Fashion,Yes,A
1251,Male,South,1233.63,Electronics,Yes,B
1252,Male,,727.85,,No,B
1253,Female,East,747.79,Fashion,Yes,B
1254,Male,North,240.05,Grocery,Yes,A
1255,Male,West,1463.13,Fashion,No,B
1256,Female,East,807.0,,No,A
1257,Female,North,1091.05,Fashion,No,A
1258,Female,East,482.02,Fashion,Yes,A
1259,Female,South,1217.97,Fashion,No,B
1260,Male,West,619.03,Grocery,No,B
1261,Female,North,929.15,Fashion,No,A
1262,,West,1438.91,Electronics,No,A
1263,Male,East,1395.38,Electronics,No,A
1264,Female,North,988.98,Grocery,No,A
1265,Female,,115.93,Fashion,No,B
1266,Female,East,2496.41,Electronics,Yes,B
1267,Female,South,1872.93,Fashion,Yes,B
1268,Female,South,1361.34,Fashion,Yes,B
1269,Male,West,623.4,Grocery,Yes,B
1270,Male,South,943.2,Electronics,Yes,A
1271,Female,North,728.29,Fashion,No,A
1272,Female,North,1631.93,Grocery,Yes,B
1273,Female,South,,Grocery,,B
1274,Female,West,607.92,Electronics,No,B
1275,Female,South,764.62,Grocery,Yes,
1276,Female,North,1560.59,Fashion,No,B
1277,Female,North,1800.05,Fashion,Yes,A
1278,Female,South,1764.17,,,A
1279,Female,West,1378.52,,No,B
1280,Female,South,873.69,Fashion,Yes,B
1281,Female,,0.0,Electronics,No,A
1282,Male,East,1148.58,Fashion,No,B
1283,Male,North,999.09,Electronics,Yes,B
1284,Male,West,1069.99,Electronics,No,A
1285,Female,South,1026.95,Fashion,No,A
1286,Male,East,336.87,,Yes,B
1287,Male,,1278.7,Grocery,No,B
1288,Female,North,1316.11,Fashion,Yes,A
1289,Male,North,,Fashion,No,B
1290,Female,West,1473.29,Electronics,Yes,B
1291,Male,South,1302.03,Electronics,,B
1292,Male,North,794.99,Electronics,No,A
1293,Female,North,964.58,Grocery,Yes,
1294,Male,North,1045.56,Electronics,Yes,A
1295,Male,West,1053.85,Grocery,Yes,B
1296,Female,North,1499.11,Grocery,No,B
1297,Female,South,1321.83,Electronics,Yes,A
1298,Male,East,2038.67,Electronics,No,A
1299,Female,South,2103.23,Grocery,No,B
1300,Male,North,1039.82,,No,B
1301,Male,West,0.0,Grocery,Yes,B
1302,Female,North,1618.42,Fashion,Yes,A
1303,Female,West,729.81,Fashion,No,A
1304,Female,West,599.26,Fashion,No,A
1305,Female,South,800.78,,No,B
1306,Female,East,776.68,Grocery,No,B
1307,Female,South,1306.13,Grocery,Yes,
1308,Male,South,220.28,Fashion,No,A
1309,Female,West,461.14,Grocery,Yes,B
1310,Male,West,1171.58,Fashion,No,A
1311,Male,South,1311.47,Electronics,No,B
1312,Male,East,1320.77,Fashion,Yes,A
1313,Male,West,606.48,,No,A
1314,Female,,510.87,Grocery,No,B
1315,Female,East,746.68,Electronics,No,A
1316,Female,South,1119.94,Grocery,Yes,B
1317,Male,South,1742.74,Electronics,Yes,B
1318,Male,West,0.0,Electronics,Yes,B
1319,Male,North,889.64,Electronics,Yes,
1320,Male,East,333.66,Fashion,,A
1321,Female,South,173.88,Fashion,No,A
1322,Female,South,1483.48,Fashion,Yes,B
1323,Female,South,1272.31,Grocery,No,B
1324,Male,,1224.72,Fashion,No,A
1325,Female,North,1460.51,Grocery,Yes,B
1326,Female,East,760.14,Electronics,Yes,A
1327,Female,North,783.68,Grocery,Yes,A
1328,Female,North,2092.87,Grocery,,A
1329,Male,South,876.71,Grocery,No,A
1330,Male,East,1367.57,Fashion,No,A
1331,Male,South,1003.19,Grocery,Yes,A
1332,Female,South,,Electronics,No,A
1333,Male,North,0.0,Grocery,Yes,A
1334,Male,South,710.51,Electronics,,A
1335,Male,,1528.05,Electronics,No,B
1336,Male,West,1394.15,Fashion,Yes,A
1337,Female,South,1457.04,Grocery,No,A
1338,Female,East,506.48,Electronics,No,A
1339,Male,West,1807.94,,No,A
1340,Male,North,517.55,,Yes,A
1341,Female,West,1106.41,Grocery,No,A
1342,Male,West,994.82,Fashion,No,B
1343,Male,North,913.06,Grocery,No,B
1344,Male,North,1669.3,Fashion,Yes,B
1345,Male,,647.44,Fashion,No,B
1346,Female,East,325.2,,Yes,A
1347,Female,North,1010.0,,No,A
1348,Male,South,800.09,,Yes,B
1349,Male,South,2688.69,Electronics,Yes,A
1350,Female,East,1338.25,Electronics,No,B
1351,Female,West,795.33,Electronics,No,A
1352,Female,,471.94,Fashion,No,B
1353,Female,South,59.86,Fashion,No,B
1354,Male,East,487.39,Fashion,Yes,B
1355,Male,East,1057.47,Grocery,Yes,A
1356,Female,South,1713.66,Grocery,No,A
1357,Male,North,1560.84,Grocery,Yes,B
1358,Female,,1114.55,Grocery,No,B
1359,Female,West,838.42,Electronics,No,A
1360,Female,East,1134.41,Electronics,No,B
1361,Male,East,740.68,Grocery,No,B
1362,Female,North,1859.18,Fashion,Yes,
1363,Male,East,905.4,Fashion,No,B
1364,Female,East,956.83,Electronics,,A
1365,Female,East,0.0,Electronics,No,B
1366,Male,,902.28,Grocery,,B
1367,Female,East,1418.24,Grocery,No,B
1368,Female,South,466.14,,No,B
1369,Male,West,624.64,Fashion,Yes,
1370,Male,North,1396.36,Fashion,No,B
1371,Male,South,261.67,Grocery,Yes,A
1372,Male,South,,Fashion,Yes,B
1373,Male,South,733.93,Fashion,Yes,B
1374,Female,West,805.72,,Yes,A
1375,Male,East,438.06,Grocery,Yes,A
1376,Male,West,1189.02,,No,B
1377,Female,East,2229.94,Electronics,Yes,B
1378,Male,South,1390.75,Fashion,,B
1379,Female,West,567.86,Grocery,Yes,A
1380,Male,North,,Electronics,No,
1381,Male,North,841.66,Grocery,Yes,A
1382,Female,East,1687.24,Electronics,Yes,A
1383,Female,South,1403.34,Grocery,Yes,A
1384,Female,North,0.0,Grocery,No,B
1385,Female,East,497.96,Electronics,No,A
1386,Female,East,1472.19,Fashion,Yes,A
1387,Male,South,1075.83,Grocery,Yes,B
1388,Male,,488.12,Grocery,Yes,A
1389,Female,East,683.21,Fashion,No,B
1390,Female,West,46.88,Grocery,No,B
1391,,North,955.81,Fashion,Yes,B
1392,Male,East,2105.34,Fashion,Yes,A
1393,Male,West,1402.47,Electronics,,B
1394,Female,East,2095.21,,Yes,A
1395,Male,East,1441.2,Electronics,No,B
1396,Female,South,1513.74,Fashion,Yes,B
1397,Female,North,1987.04,Grocery,No,A
1398,Male,South,1188.63,Electronics,,A
1399,Female,South,906.39,Fashion,,A
1400,Female,West,1516.33,Electronics,No,A
1401,Male,South,1726.92,Grocery,No,B
1402,Female,,760.02,Fashion,No,B
1403,Female,West,639.22,Grocery,Yes,A
1404,Female,South,1069.43,Grocery,,B
1405,Male,South,1415.75,Grocery,No,B
1406,Female,West,1399.05,Grocery,No,B
1407,Male,,287.92,Fashion,Yes,A
1408,Male,South,1955.8,Fashion,No,B
1409,Female,South,679.42,Grocery,,B
1410,Male,East,867.47,,No,B
1411,Male,East,548.67,Fashion,Yes,A
1412,Female,South,2349.16,Fashion,Yes,A
1413,Female,West,1121.04,Fashion,Yes,B
1414,Female,North,574.51,Fashion,No,B
1415,Female,North,1431.96,Electronics,,B
1416,Male,South,1384.57,Fashion,No,A
1417,Male,South,,Fashion,No,B
1418,Male,South,1420.3,Fashion,No,A
1419,Female,East,587.35,Fashion,No,A
1420,Female,South,753.54,Grocery,No,B
1421,Female,North,0.0,Grocery,No,A
1422,Female,South,338.02,,No,A
1423,Male,,,Fashion,No,B
1424,Female,South,1820.71,Electronics,Yes,B
1425,Male,South,1032.89,,Yes,A
1426,Female,East,1831.47,Grocery,No,B
1427,Male,,919.96,Fashion,No,A
1428,Female,South,878.29,Electronics,No,A
1429,Male,East,1028.26,Electronics,Yes,A
1430,Male,East,937.54,Electronics,No,A
1431,Male,East,892.4,Electronics,No,
1432,Female,North,1571.7,,No,A
1433,Female,East,1075.07,Fashion,No,B
1434,Male,North,1356.24,Grocery,No,B
1435,Male,East,1515.69,Grocery,No,
1436,Female,West,1194.09,Grocery,No,A
1437,Male,North,514.86,Grocery,Yes,B
1438,Female,West,323.57,,Yes,B
1439,Female,North,1074.39,Fashion,Yes,A
1440,Male,West,914.37,,Yes,A
1441,Male,South,,Grocery,Yes,A
1442,,North,991.97,Electronics,Yes,B
1443,Male,North,2291.79,Grocery,Yes,B
1444,Male,West,334.89,Grocery,Yes,A
1445,Female,North,5.03,,Yes,B
1446,Female,North,,Fashion,Yes,A
1447,,South,811.79,Fashion,No,B
1448,Female,East,1158.03,Electronics,No,A
1449,Male,East,1291.94,Fashion,Yes,B
1450,Male,North,1642.05,Electronics,No,A
1451,Female,South,246.39,Fashion,,A
1452,Female,North,721.64,Grocery,No,B
1453,Male,North,,Electronics,Yes,A
1454,Female,South,1385.23,Fashion,No,B
1455,Male,East,2096.72,Electronics,Yes,B
1456,Female,North,1477.85,Electronics,Yes,A
1457,Male,South,971.61,Fashion,Yes,B
1458,Male,South,554.78,Electronics,Yes,A
1459,Male,,717.86,Fashion,No,A
1460,Male,West,703.65,Electronics,No,A
1461,Male,West,1327.62,Electronics,No,
1462,Female,South,1128.5,Fashion,Yes,A
1463,Female,North,338.18,Fashion,Yes,B
1464,Female,South,782.05,Electronics,Yes,
1465,Female,South,1438.77,Fashion,Yes,A
1466,Male,East,1175.83,Grocery,,B
1467,Male,West,1284.32,Grocery,No,B
1468,Female,West,1191.46,Electronics,,A
1469,Male,West,1813.22,Fashion,No,A
1470,Female,South,1118.02,Grocery,No,A
1471,Male,East,806.99,Electronics,Yes,B
1472,Female,South,542.12,Grocery,No,B
1473,Male,North,1124.8,,No,A
1474,Female,East,0.0,Grocery,No,A
1475,Female,North,907.86,Grocery,No,B
1476,,South,897.08,Grocery,Yes,A
1477,Male,South,317.76,Grocery,No,B
1478,Female,East,535.87,Grocery,No,A
1479,Female,West,1404.83,Grocery,No,B
1480,Female,South,,Grocery,No,B
1481,Female,West,1050.89,Fashion,Yes,A
1482,Female,South,1153.17,Fashion,No,A
1483,Male,South,1046.31,Grocery,Yes,B
1484,Female,West,1621.43,Electronics,Yes,A
1485,Female,East,1061.71,Grocery,No,A
1486,Female,,270.89,,Yes,B
1487,Male,North,1815.06,Grocery,No,A
1488,Male,East,1185.17,,No,A
1489,Female,East,705.37,Grocery,Yes,B
1490,Female,West,373.3,Electronics,No,B
1491,Male,North,1197.96,Grocery,No,A
1492,Female,West,941.41,Electronics,Yes,B
1493,Male,East,1787.07,Fashion,No,B
1494,Male,South,827.05,Fashion,No,B
1495,Male,South,581.31,Electronics,No,A
1496,Male,South,1447.9,Fashion,No,A
1497,Female,East,1462.64,Fashion,No,B
1498,Male,West,1084.33,Grocery,,B
1499,Female,East,1338.18,Grocery,No,B
1500,,East,981.16,Electronics,Yes,A
1501,Female,East,1116.93,Electronics,No,B
1502,Female,North,1582.5,Grocery,Yes,B
1503,Male,North,1312.66,Grocery,No,A
1504,Female,East,915.36,,No,A
1505,Female,South,1676.18,Electronics,No,B
1506,Male,North,0.0,Grocery,Yes,B
1507,Female,East,2026.04,Fashion,No,A
1508,Female,South,147.02,Grocery,Yes,B
1509,Female,South,686.45,Electronics,No,B
1510,Female,South,979.54,Fashion,No,B
1511,Female,North,926.76,Electronics,,B
1512,Male,West,1503.21,Electronics,Yes,B
1513,Female,West,471.08,Fashion,No,A
1514,Female,East,1130.38,Grocery,No,A
1515,Male,North,710.89,Grocery,No,B
1516,Male,West,1147.57,Fashion,No,A
1517,Male,West,967.61,Fashion,Yes,B
1518,Female,West,1046.47,Fashion,No,B
1519,,North,725.04,,No,A
1520,Male,East,744.97,Fashion,No,B
1521,Female,West,1143.64,Electronics,No,B
1522,Male,East,1471.86,Electronics,Yes,A
1523,Female,East,700.86,Grocery,,A
1524,Female,South,565.62,Fashion,Yes,B
1525,Female,East,1306.73,Electronics,,A
1526,Male,North,983.75,Grocery,No,B
1527,Male,East,1415.25,Grocery,No,A
1528,Male,North,547.1,Grocery,No,A
1529,Male,South,110.28,Electronics,Yes,A
1530,Female,South,733.5,Fashion,Yes,B
1531,Female,East,616.82,,Yes,A
1532,,North,960.61,Grocery,Yes,A
1533,,East,681.58,Electronics,No,B
1534,Female,West,1370.51,Electronics,Yes,A
1535,Female,North,,Fashion,No,A
1536,Female,North,1075.24,Fashion,No,A
1537,Female,North,1078.82,Grocery,No,A
1538,Male,West,1097.48,,No,B
1539,Male,East,987.94,Fashion,Yes,A
1540,Male,South,1255.3,Electronics,Yes,A
1541,Female,North,602.17,Grocery,Yes,B
1542,Female,East,1699.71,Electronics,No,B
1543,Male,West,881.73,,No,B
1544,Female,West,344.23,Grocery,Yes,B
1545,Female,East,1094.04,,No,B
1546,Male,North,574.41,Electronics,Yes,B
1547,Male,North,1332.67,Electronics,No,B
1548,Female,North,2104.8,Fashion,No,B
1549,Female,South,606.71,Fashion,No,B
1550,Female,North,,Fashion,No,A
1551,Female,South,122.25,,No,B
1552,Female,South,1226.95,Grocery,No,B
1553,Female,West,557.14,Grocery,Yes,B
1554,Female,East,687.58,Electronics,No,A
1555,Female,West,449.36,Grocery,No,A
1556,Male,East,1366.08,Grocery,Yes,A
1557,Male,North,1503.65,Fashion,No,B
1558,Male,West,1011.69,,Yes,A
1559,Female,South,567.79,Electronics,Yes,A
1560,Female,East,1794.76,Electronics,No,A
1561,Female,South,,Electronics,No,A
1562,Male,,0.0,Grocery,Yes,B
1563,Male,South,1229.19,Grocery,No,B
1564,Male,South,447.61,Fashion,No,A
1565,Male,West,1494.3,Electronics,Yes,B
1566,Female,North,809.43,Electronics,No,A
1567,Male,East,,Electronics,No,A
1568,Male,West,1700.75,Fashion,Yes,B
1569,Female,West,395.57,Electronics,No,B
1570,Male,,717.03,Electronics,Yes,B
1571,Female,,962.16,Grocery,No,A
1572,Female,North,1768.78,Fashion,No,B
1573,Male,West,670.81,Grocery,Yes,A
1574,Female,East,702.75,Electronics,No,A
1575,Female,East,1239.07,Fashion,No,A
1576,Female,North,711.39,Fashion,Yes,B
1577,Male,East,1076.26,Electronics,No,A
1578,Female,,224.23,Electronics,Yes,A
1579,Female,West,2107.16,Grocery,No,B
1580,Male,South,326.15,,No,A
1581,Male,North,839.12,Electronics,No,A
1582,,South,983.76,Fashion,No,A
1583,Female,West,1956.34,,No,A
1584,Male,East,337.58,Electronics,No,B
1585,Female,South,1991.85,Grocery,No,B
1586,Male,North,1378.59,,No,A
1587,Male,South,1208.55,,No,A
1588,Male,South,507.68,Fashion,Yes,B
1589,Male,West,1285.57,Electronics,No,B
1590,Male,East,,Electronics,No,B
1591,Male,South,1633.33,Grocery,No,A
1592,Female,East,514.47,,,A
1593,Male,North,943.42,Grocery,Yes,
1594,Male,,722.36,Grocery,No,B
1595,Female,South,506.24,Grocery,Yes,A
1596,Male,South,1370.66,Grocery,No,A
1597,Female,South,1267.73,Grocery,No,A
1598,Male,East,1604.51,Grocery,,A
1599,Male,East,110.06,Fashion,No,B
1600,Male,East,1532.09,Electronics,No,B
1601,Male,South,2252.72,Grocery,No,A
1602,Male,South,774.18,Fashion,No,A
1603,Male,North,1947.57,Electronics,Yes,B
1604,Male,East,868.42,Grocery,No,A
1605,Male,North,313.8,Grocery,,B
1606,Male,East,847.18,,,B
1607,Male,West,1524.1,Electronics,No,B
1608,Male,West,580.91,Grocery,No,B
1609,Female,South,699.83,Electronics,Yes,B
1610,Female,South,1296.77,,Yes,
1611,Male,North,1001.53,Electronics,,A
1612,Female,East,1292.31,Grocery,Yes,B
1613,Female,West,1118.91,Grocery,Yes,A
1614,Male,South,1239.81,Fashion,No,A
1615,Female,South,783.85,,No,A
1616,Female,West,1115.87,Grocery,No,B
1617,Male,West,536.31,Electronics,Yes,A
1618,Male,South,1644.22,Electronics,No,B
1619,Female,East,682.86,Electronics,No,B
1620,Female,North,1564.42,Electronics,Yes,A
1621,Male,North,883.2,Grocery,No,B
1622,Male,West,1101.0,,No,B
1623,Male,West,752.52,Electronics,No,B
1624,Male,West,492.0,Fashion,Yes,A
1625,Female,North,127.62,Fashion,No,B
1626,Male,West,472.34,Electronics,Yes,B
1627,Male,South,838.05,Fashion,Yes,A
1628,Female,South,1105.94,Fashion,No,A
1629,Male,East,1505.19,Fashion,No,A
1630,Male,North,777.12,Grocery,No,B
1631,Female,West,559.02,Grocery,No,A
1632,Female,East,278.64,Electronics,Yes,A
1633,Female,North,1240.03,Grocery,No,B
1634,Female,North,1691.6,Grocery,Yes,A
1635,Male,North,1633.17,Grocery,No,B
1636,Male,North,1354.97,Fashion,No,A
1637,Female,East,1319.27,Grocery,No,B
1638,Male,West,1848.81,Grocery,No,A
1639,Male,North,1166.04,Fashion,No,B
1640,Male,North,,Fashion,No,B
1641,Male,East,839.61,,No,B
1642,Male,West,318.98,Grocery,No,B
1643,Male,South,658.08,,,A
1644,Male,South,995.42,Grocery,No,A
1645,Male,East,1030.39,Grocery,No,B
1646,Female,South,1963.14,Electronics,Yes,B
1647,Female,North,1040.64,Electronics,Yes,B
